,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R?union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Mozambique,,,,,,283,,,11,,,  1 023,67,,,,,,,56,,,,,3,,,  1 185,  1 702,,,34,,,26,,,  1 275,,,,,46,,,,,,,,4,,,,,13,10,,,209,,,,,19,,,  1 107,2,,,,,81,  1 290,,,,,,,,,65,,,,,,,,,,,,21,26,,,,,39,,,857,,,,,601,,,,,0,,23,,,,,,,  54 183,,,,,,,,,,,,,,,,,,,125,,,655,,,,,,,,189,,,,,,,,,26,  67 991,,,,,,,111,,,,,,,,,116,,,,,,,,,,,,  449 710,,  1 197,,,,,  10 393,333,  1 266,,,,,,,,,,,,,,,30,,,  6 368,  14 651,,,,,,53,,,,,  2 010,  94 382
Myanmar,,,,,,,,,9,,,  28 916,71,,,,  201 346,,,145,,,,34,0,,,,14,,,,,,,52,,  8 967,,,,,2,,,,,,,,12,,,,,50,128,,,  1 796,,,,,14,,,,,,,,,  1 499,472,,,,,,  2 276,,,20,,,,,,,,,,,,9,1,  50 587,,,,64,,,441,,,26,,,,,,249,,,,,,,,,,,  252 292,,,,,,,,,,,,,,,,,,,,,  1 104,,  2 200,,,,,,  3 136,,  2 460,,98,,,,421,,,,,  11 514,,,,626,,,,,,,,,,  202 720,,,,,,,,,,,218,,87,,,,,,  1 541,253,,, 1 978 348,,,,,,,,37,,,,,,,  13 064,,  103 291,,,,,,  11 187,,,,,
Namibia,,,,,,  1 012,,,2,,,  1 393,183,,,,,,,20,,,,,,,,  1 845,58,,,5,,,,,,  1 195,,,,,5,,,,,,,,,,,,,5,27,,,64,,,,,298,,,,1,,,,,110,173,,,,,,,,,8,,,,,,,,,,,,8,39,,,,,38,,,93,,,,,68,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,84,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,  133 282,,126,,,,,,127,331,,,,,,,,,,,,,,,,,,  2 649,644,,,,,,,,,,,  1 566,
Nauru,,,,,,,,,,,,728,1,,,,,,,0,,,,,,,,,,,,2,,,,,,0,,,,,7,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,  1 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,  32 872,588,,,  3 789,  39 059,,,  3 348,,,,717,6,,,,60,,  5 344,7,,,,45,,  9 830,,,,,8,,  9 334,,,,,,8,,,,,64,129,,,  2 049,,,,,,,,,19,,,,,  2 691,  1 325,,,,,,  3 924,,,50,,,,,,,,,,,,64,101,  542 947,,,,136,,,  1 775,,,192,,,,  22 678,,,11,,,,,,,32,,,  205 021,,,,,,,,,,,,,,,,,,,,,  1 639,,  1 465,,,,,125,  1 558,,,,,,,,68,56,514,,  151 314,  13 573,,,,175,,,,,,,,,,  381 102,,,177,,,,,,,,130,,  3 136,334,,,,,901,953,,,  8 140,,,,,,,,,,,,,,  43 809,  54 695,,  74 904,,,,,,  2 315,,,,,
Netherlands,,,,,229,,,16,387,,  4 585,  91 358,  8 476,,54,213,,,,  160 363,,,,20,382,  2 114,,728,  3 968,,307,773,,,37,30,122,  109 581,35,33,,,656,,  1 020,,352,,,19,601,,809,,  9 504,537,  2 624,,,  7 146,,10,593,829,  1 105,33,,,120,,,,,  1 808,  43 838,,,,,,  139 292,180,,  3 746,,,801,,140,,,,,,67,  3 147,274,,  6 760,,,  4 980,,  5 110,  13 034,,958,210,,,,980,,,112,,,43,  1 770,76,111,  4 471,,,,,,496,,,,,,  1 623,,,,155,,,,,473,,,,,  20 589,267,,,,,  8 654,454,,,482,,,678,483,  2 590,  3 834,27,450,,,,115,548,,,,20,,,,,,,,752,,,,730,549,336,,,  21 600,,  46 181,,,,  3 409,,  10 413,  31 367,,52,736,,,,,,,,  21 913,,,,221,,  2 459,  68 489,,  87 922,,,,,690,,,,,,
New Caledonia,,,,,,,,,,,,  1 878,,,,,,,,,,,,,0,,,,,,,,,,,,,146,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 123,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,251,,,  1 766,,,,
New Zealand,,,,716,,,,12,11,,,  642 271,443,,24,,,,,248,,,,24,64,3,,,326,,204,42,,,,,,  12 919,52,,,,141,,  2 247,,51,,,  2 574,18,,116,,,103,175,,,835,,,,112,103,,,,10,,,26,606,257,  1 958,,111,,,,  3 242,,,491,,,,,,,,,,,,186,48,,,,,  2 271,95,,901,,  3 125,67,,,59,,,,11,,,,,,,22,,,  2 141,29,,50,,,,,,143,,,,,,,,,45,23,,  3 814,153,,,,,170,,633,,,,50,  1 778,,94,383,106,43,,,  1 810,,,,86,,,,1,,,  1 493,,,,,24,,,  3 938,,35,24,73,,  3 190,,  1 026,109,,,,25,  1 135,  1 888,,113,  1 352,,168,,179,,,,290,,,,,,,  67 276,,  30 794,,,,313,18,,,,,,
Nicaragua,,,,,,,,,91,,107,876,208,,10,,,,,106,,,,,111,,,,438,,,32,,,,,,  9 923,359,,,,240,,,,573,,,,  299 340,,,252,,13,16,,,192,,,292,392,,  7 823,,,1,,,,,127,647,,,,,,  1 520,,,160,,,,,  8 561,,,,,,  5 690,25,11,,,,,16,,,  1 175,123,,,,,,,,,0,,,,,,,,,,,,,,,,,,,  5 369,,,,,,,,,,,,478,,,,,,,,190,,,,  12 915,,,161,,,,234,,,,,,60,,,,,,,,,,,,,,,,,,,,,110,,  18 713,,,,,,791,609,,,,,,,,,,,,,,,,,,406,,  257 427,,,,,  2 045,,,,,,
Niger,,,,,,,,,1,,,11,31,,,,,,,  1 619,,  75 775,,,0,,,,16,,,1,  12 757,,,,  8 071,809,27,,  3 115,,12,,,,,,,,,  49 783,,,,10,5,,,16,,,,,130,,,,,,,,,29,  5 503,,,,,,944,  5 826,,24,,,,,,  5 478,,,,,,6,0,,,,,129,,,  1 060,,,,,,,,,,,,,58,357,,,,,,,,  3 819,43,,,150,,,,,,,,,,,,,,,270,,,,,  112 733,,,50,,,,,,,,,,,,,,,,,30,,,,,,,,,,,  1 633,,,147,,,,,,,21,,280,,,,,,43,199,,26,,,,  65 529,,,,,,,,,,,,217,,,,,,,,,,,,,
Nigeria,,,,,,,,40,43,,,  6 382,  8 485,,160,  1 952,,,,  4 116,44,  44 603,188,,13,,,744,  1 335,,,94,  5 170,,670,,  81 676,  34 432,9,,  2 977,,20,,,,46,,,,3,  38 917,29,,,341,607,,,  1 408,,50,25,49,904,,359,,13,,,,,  2 497,  5 767,,,  15 479,,,  26 623,  67 629,,  2 857,,,,,,  3 578,,,,,,  1 459,71,646,,,,  21 894,,,  56 259,,  2 466,28,,,,  4 441,,,10,,,  5 199,  2 850,,24,,,,,,  11 840,397,,,,,,189,,,,,,,,,900,,,  7 079,,,24,  19 436,,,,  1 749,,,,37,,,,192,381,257,,  4 071,  1 214,,,229,796,,,,13,,,,,,,819,,137,  1 949,,,106,48,,,  17 753,  3 537,  30 995,,,  14 828,,,  4 455,  3 503,,,,,,  31 974,,,502,544,880,,,,,,  22 572,  216 268,,  237 221,,,,,105,,,,,963,
Niue,,,,,,,,,,,,939,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,  2 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,58,,,  5 201,966,,12,,  14 311,,61,  1 356,,,,,97,2,,448,685,,,177,,,,,,  5 232,,,,,342,,,,82,,,,78,,113,,,223,154,,,  20 324,,,55,235,135,,,,139,,178,,,  2 109,  4 070,,,,,,  8 838,,,517,68,,,,,,,,,,,  1 174,  1 030,,,,,305,,,  1 981,,418,46,,,,,,,161,,,,335,6,967,175,,,,,,77,,,,,,242,,,,,,,,,48,,,  2 738,,,,,,,,,,,,77,,,105,653,  1 528,321,,,,,,50,701,,,,,,,,,,,,138,,,,,683,,,,  1 137,,  15 960,115,,,,,  43 256,  2 445,,,607,,,,,,,,  3 567,,,,,,,  18 236,,  27 839,,,,,90,,,,,,
Oman,,,,,,,,,,,,  1 540,31,,,,,,,12,,,,,0,,,,23,,,3,,,,,,  1 753,,,,,5,,,,,,,,3,,,,,71,,,,28,,,,,605,,,,,,,,,13,109,,,,,,,,,5,,,,,,,,,,,,16,,,,,,49,,,52,,,672,,,,,,,,167,,,  1 693,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,55,,,,,,,,408,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,32,,51,322,  9 334,,,,52,88,,37,,,,,,,,,24,,,,,,,  3 432,,,,,,,,,,,,,
Pakistan,  348 369,,,,,,,0,5,,,  43 949,  4 814,,0,  74 710,,,47,  7 411,,,37,22,23,,,700,307,,821,86,,,,41,,  175 204,100,,,,163,  4 404,  7 554,,42,,,,9,,,,,579,527,170,,  13 044,,,79,52,689,,,,30,,,,  1 824,  2 505,  23 779,,,,,,  50 174,65,,  31 295,,,,,26,,,,,,,317,36, 1 106 212,  7 998,  28 402,682,  9 219,,,  84 792,,  11 178,  3 435,,,,  312 434,,,29,852,228,,  2 459,,54,,,,  26 858,167,,213,,,,187,,198,,,19,,,,  1 282,  2 975,152,,  1 268,  12 127,,  2 961,,,,,,  19 393,  284 460,,,84,,,72,499,213,  1 874,,  133 212,  12 276,,,427,728,,,,17,,,,,, 1 123 260,,,25,,  129 253,,85,23,,,  10 724,,  56 116,803,,,,,  11 436,  4 451,,154,  2 084,,230,,,,,,  1 168,,,,691,,  863 858,  540 495,668,  325 419,,,,,14,591,,,,,
Palau,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,24,,,,,,,,,0,,,,,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,  1 449,,,,,,,,,,,,,,,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,564,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,161,,,306,62,,52,,,,,66,,,,,109,,,,621,,,7,,,,,,  2 871,124,,,,516,,,,  2 067,,,,  11 702,,,77,,22,39,,,83,,,757,964,,451,,,,,,,,27,511,,,,,,734,,,157,,,,,300,,,,,,292,25,5,,,,,16,,,  1 021,74,,,,,,,,,0,,,,,,,,,,,,,,,,,,,  1 756,,,,,,,,,,,,318,,,405,,,,,60,,,,,,,344,,33,34,921,,,,,,25,,,,28,,,,,,,,,,,,,,,,,58,,  4 246,,,,,,303,455,,,,,,,,,,,,,,,,,,769,,  107 852,,,,,880,,,,,,
Papua New Guinea,,,,,,,,,,,,,60,,,,,,,1,,,,,1,,,,,,,3,,,,,,587,,,,,5,,,,,,,19,,,,,,,4,,,9,,,,,,,,,1,,,,,12,27,,,,,,,,,4,,,,,,,,,,,,3,4,,,,,13,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,  1 399,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,47,,,,,,,,,,,,564,,62,,27,,,,,,32,260,,,,,,,,,,,,,,,,,,  1 199,,,,,,64,,,,,,,
Paraguay,,,,,,,,,  679 044,,,496,229,,,,,,,197,,,,,  4 285,,,,  46 857,,,2,,,,,,  8 348,,,,,  1 226,,,,216,,,,85,,,,,10,27,,,72,,,25,242,,11,,,,,,,,27,  1 033,,,,,,  5 089,,,79,,,,,59,,,,,,26,15,5,,,,,27,,,  2 636,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,767,,,,,,,,,,,,201,,,,,,,,151,,,,122,,,545,,,52,,,,,,26,36,,,,,,,,,,,,,,,,,,,,,121,,  60 506,,,,,,203,  1 020,,,,,,,,,,,,,,,,,,816,,  28 642,,  1 583,,,214,,,,,,
Peru,,,,,,,,,  195 320,,  1 134,  10 855,  1 688,,314,,,,,  1 287,,,,,  11 282,,,,  17 931,,,25,,,3,,,  30 099,14,,,,  178 385,  13 483,,,  5 044,,,,  3 876,,86,80,105,37,217,522,,  1 106,,,  1 428,  13 705,,234,,,14,,15,,,612,  11 682,506,,,,,  18 568,,,291,,,,,457,,,,727,,282,196,74,,,,,127,,  2 440,  116 038,,  48 837,,,,,,,,6,,,,,,,99,,,,,,32,,,,,,  8 853,,,,,,,,,,,,  3 907,,,228,,,,,  1 485,,,,  4 290,,,,111,112,276,686,,,,,,277,,,,,,,,,,,,49,,,,,55,47,,,208,,  183 529,,,,,,  7 565,  9 741,,,,,,,,,,,52,,,,,,,  7 787,,  442 615,,  1 533,,,  47 007,,,,,,
Philippines,,,,  1 101,399,,,,58,,  1 004,  222 340,  13 856,,  1 117,  48 059,,,,  4 205,,,411,19,47,,,,426,,  13 457,49,,,,152,,  545 321,  1 708,,,,202,  73 070,  117 914,  11 864,96,,,,143,,75,,,  8 027,365,  2 925,,  10 882,,,51,125,  1 222,19,,,16,,130,,,  3 545,  15 224,,,,,,  56 250,27,,  8 470,130,,,  29 289,67,,,,,,,289,  1 581,,  3 915,,,  15 312,,,  143 457,,  210 243,  4 056,,,,  181 462,,,4,  1 007,,,  4 410,39,,191,,,  21 732,  1 429,,559,541,,,,,688,125,,152,,,,,,225,73,,  12 381,,  38 756,,,,,  11 045,  20 593,  85 949,,  2 987,  1 601,  1 459,,322,,195,459,140,  148 496,  38 835,,,,147,,,,,,,,,,  488 167,,43,707,,  15 392,,30,112,120,,  1 610,,  41 334,,,,,,  12 248,  13 416,,,  1 203,,716,,,,346,,585,,,,,,  555 704,  139 570,, 1 896 031,,,,,161,113,,,,,
Poland,,,,,,,,,  7 315,,,  59 868,  65 989,,20,,,,478,  68 538,,,33,,218,,,,  4 157,,,  1 518,,,,,,  167 620,,,,,444,,,,255,,,,310,,737,89,,788,  19 224,,,  32 426,,,44,312,423,,,,556,,68,,,  4 931,  111 648,,,,,  2 673, 1 930 136,46,,  15 664,31,,,,,,,,,,,  3 199,  10 440,,,,,  127 507,,  59 286,  118 641,,  1 093,86,  29 224,,,,  3 212,,  1 034,,,,678,58,  2 228,  3 155,,,,,,290,,,,,,  1 169,,,12,98,,,,,154,,,  98 435,,  2 019,,,,,,  91 213,,,,196,,872,198,110,,943,18,,,208,,166,  29 207,,,,,,,,26,,,,664,,,,,  6 739,424,,,  10 061,,  64 960,,,,,,  83 542,  26 401,,38,,100,,,,,,,  3 428,,,,,  3 078,,  703 050,,  463 732,,927,,,911,,,,,,
Portugal,,,,,  11 012,  15 528,,,  4 961,,164,  20 044,  1 723,,16,,,,,  43 224,,,  1 622,,175,47,,531,  164 705,,,278,,,  1 159,,,  152 329,,,,  13 856,251,,109,  1 566,115,,  1 441,,80,,50,,919,71,263,,,  1 560,,,107,366,51,13,,,40,,,,,618,  713 158,,,,,,  98 464,,,325,,,467,,29,928,823,,,,,447,534,156,,,,  2 486,,,  6 415,,428,,,,,,,,43,,,,,425,50,  94 851,,,,,,67,,,,,,606,,,,,,,  4 420,,396,,,  16 750,,,,,,,,  2 925,,,,254,,,129,60,137,,35,,,105,,142,232,,,,,,,,,118,,,39,,,,,159,54,,,  48 738,,  114 661,33,,,,,  3 535,  205 887,,,652,,313,,,,,,224,,,,,,,  98 967,,  392 626,,443,,,  54 591,,,,,,
Puerto Rico,,,,,,,,53,75,,,169,6,,,,,,,,,,,,38,10,,,,63,,,,,,,,467,44,,,,184,,,,553,,,,365,,,115,15,5,,,,0,,16,  6 083,500,,62,,,,,,,,,52,,,,,,,,,0,,,,  3 950,101,,,,  3 201,,95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 325,,,,,,,,,,,,,,,58,,,,911,29,,,,721,,,137,51,,,,,,,,,,,,,16,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 744 402,  4 067,,,,419,,,,,,
Qatar,,,,,,,,,,,,949,25,,,346,,,,,,,,,1,,,,,,,19,,,,,,  1 917,,,,,26,,,,,,,,3,,,,,13,6,,,90,,,,,446,,,,1,,,,,19,148,,,,,,,,,  1 103,,,,,,,,,,,,52,2,,,,,35,,,80,,,236,,,,623,,,0,,,,  1 414,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,61,384,,,,,,,120,24,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,91,268,  10 111,,,,139,70,,,,,,,,,,,30,,,,,,  3 996,  2 706,,,,,,,,,,,,,
Republic of Korea,,,,292,,,,,  8 154,,,  98 395,,,,,,,29,917,,,,33,505,,,,  10 239,,153,0,,,,56,,  144 332,,,,,  1 070,  186 786,  4 832,,274,,,,260,,27,,,10,  1 388,  5 358,,  9 176,,,565,810,333,128,,,18,,53,,,677,  20 702,,,126,,195,  29 161,,,211,,,,  2 711,  1 786,541,,,,,50,  1 160,0,,  31 064,,,193,,,  3 931,,  522 486,100,  31 916,,,,233,,31,,,,715,,,48,,,  3 424,,,,,,69,,,  8 376,47,,  1 643,,,,,,32,,,  7 092,,  27 640,61,,,,  1 436,  7 483,,,74,402,64,  2 547,665,  6 906,118,125,114,,,,,,  3 721,,,,,,,,,,,,26,,10,,,527,26,31,,  1 788,,  4 189,592,,,,,  10 979,  3 624,,,660,,,,,,,,512,,,,180,,,  6 767,, 1 119 578,,,,,277,  1 805,,,,,
Republic of Moldova,,,,,,,,,456,,,  1 224,  1 779,283,,,,,  7 608,  1 673,,,,,8,,,,,,,  2 100,,,,,,  13 945,,,,,8,,,,,,,,4,,114,,,  1 048,  6 421,,,426,,,12,,70,,,,821,,,,,177,  6 560,,,,,  2 213,  23 196,,,  10 049,,,,,,,,,,,,228,18,,,,,  3 787,,  10 911,  166 819,,,39,  12 048,,,,  2 660,,  1 710,,,,,,601,,,,,,,40,,,,,,,,,,,,,,,,,,173,,,,,,,,770,,,,,,,,,555,  19 098,,,,,,  81 856,  294 314,,,,,,,,,,,,230,,,,,112,342,,,,,  16 350,,,,,,753,  1 195,,814,,,,,,,,,  2 341,,,,,  149 745,,  3 417,,  37 489,,,,,,,,,,,
R?union,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,5,,,,,850,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,353,,,,,,,,0,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
Romania,,,,,,,,,  1 078,,,  18 008,  70 267,,102,,,,23,  57 125,,,26,,72,,367,,  2 036,,,  5 660,,,,,,  91 049,,,,,360,,,,222,,,,102,,499,64,,  6 024,  5 125,,,  13 999,,,43,302,270,,,,59,,61,,,  2 976,  89 793,,,,,400,  590 189,,,  46 193,15,,,,,,,,,,,  204 603,320,,,,,  19 919,,  103 678, 1 021 613,,,286,,,,,482,,260,,,,596,31,181,  1 742,,,,,,791,,,,,,546,,,,106,,,,,27,,,  14 757,,  2 319,,,,,,  12 087,,,,182,,,183,35,  2 480,  22 038,,,,  1 350,,,  3 911,,,,,,,,120,,,,  3 607,,,,,  8 152,524,,,  1 738,,  658 132,,,,,,  25 223,  14 849,,,,23,,,,,,,  20 822,,,,,,,  89 402,,  167 135,,485,,,874,,,,,,
Russian Federation,,,  1 443,,,,,,  1 884,  20 580,,  24 812,  30 972,  28 760,56,,,,  682 362,  21 168,,,,,328,,161,,  1 656,,,  20 549,,,698,30,,  81 799,,136,,,590,  2 963,88,,673,,  2 576,,614,,  1 311,  1 897,,  14 485,  31 669,145,,  5 764,,,482,  1 495,  8 348,18,,,  143 677,,30,,,  14 360,  63 993,,,,,  92 937, 1 080 503,65,,  54 192,,,,,,  1 876,,,,,19,  3 300,381,  1 348,,,273,  6 570,,  114 630,  80 750,,  7 549,629, 2 352 598,,,,  111 753,,  137 224,157,,,  7 246,51,  59 466,392,,,,,713,  1 107,,,60,49,,  1 563,,,  2 670,925,,,,,416,,,  56 841,,  5 679,194,,,,,  17 200,,,,995,26,,629,67,  38 146,  5 494,,,  8 702,  59 259,,  5 145,,,,,,,,,46,,,,  2 944,96,67,,,  2 771,  1 785,,,  3 645,,  73 266,146,,,,,  19 457,  19 234,,  237 935,,215,,,,,,,  19 944,  62 351,,,316, 3 276 758,,  42 491,,  402 574,,,  877 690,,674,,,,,,
Rwanda,,,,,,  1 216,,,,,,844,211,,,,,,,  5 053,,,,,1,,,,16,,,2,,  64 363,,,,  5 874,,,,,5,,,,,,  25 119,,1,,,,,0,7,,  97 168,394,,,,,50,,,467,1,150,,,,522,  6 194,,,136,,,  1 234,369,,97,,,,,,,,,,,,19,4,,,,,80,,,778,,,,,  6 330,,,,,0,,,,,,,25,,  4 576,,,,,,,,,,,,,,,,,,,328,,,  1 157,,,,,,,,620,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,  4 019,,283,,,,,139,551,  1 088,,,4,,,665,,,,,,,,,  76 861,,,  4 781,581,,,,,,,,,,,  3 438,
Saint Helena,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,335,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,323,,0,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 917,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,881,476,,,,11,2,,34,,,109,,,,,,,0,26,,,36,  3 014,,,,,,,,  2 285,,,,,13,,,,,,,,1,,,,181,,0,,,,,63,137,,,,,,1,,,,,0,3,,,,,,,,,2,,15,,,,,,,,,,0,,,,,,2,,,4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,39,,,,,,,,,,  1 042,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 067,,  17 226,  7 100,,,,,,,,,,
Saint Lucia,,,,,,,,676,,,,32,14,,78,,,  2 177,,,,,,,,0,,,173,533,,,,,,,,  5 928,9,,,,62,,,,,,,,1,,,,,,5,,,9,,281,,,,,,,,,,,,5,  4 750,  1 253,,,,,,,,,,163,413,,,,,219,,,,,,,,,,7,,,22,328,,,,,,,,,,,,,,,,,,,,,,,,  2 032,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,237,,,,,,,,,,487,,,,,,,45,,,,,,35,59,,,,,,,,,880,,,,,,,,,  9 836,,  21 076,  3 425,,,,6,,,,,,
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,321,,,,,2,,,,,,,,1,,,,,,,,,,,,64,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
